,title,rating,review
613,Tenet,6," Tenet:There are elements of Christopher Nolan's Tenet that has been inspired by other sources. 12 Monkeys, La Jetée, The Red Dwarf episode called Backwards, Steven Moffat's Doctor Who stories featuring River Song.Stripped of its gimmick of inverted time. It is basically John Le Carre's The Night Manager. Elizabeth Debicki appeared in the television adaptation and basically plays a similar character in Tenet.The Protagonist (John David Washington) teams up with sidekick Neil (Robert Pattinson) to stop Russian oligarch Sator (Kenneth Branagh) who has found a way to send a destructive weapon back from the future.In this temporal war, the Protagonist needs to get to Sator via his estranged wife Kat (Elizabeth Debicki.)The inverted backward effects are eye dazzlingly conveyed. Nolan once again goes for an expensive high concept James Bond type set pieces.However the various going ons in the story is confusing. Not helped by terms such as Time Inversion, Temporal Pincer movement. I found the trick is to follow the forward narrative of Neil and not be confused by the The Protagonist's stories.Tenet is an enjoyable funfair ride. However I also felt that it was something you would quickly forget as you do not want to spend a lot of time thinking about it. I have no doubts that I would watch it again at a later date.Due to Covid 19, the cinema I saw it at was almost empty and I watched it on a weekend. That did somewhat rob the atmosphere."
614,Tenet,2," No story...no characters...no movie:This is the first movie I have legitimately HATED in quite some time. The 2 and a half hour bore fest has almost zero winning elements. It's got a very effective music score. Outside of that, the movie has a couple of MILDLY amusing combat scenes occurring in reverse, as advertised, and one impressive death scene. That aside, what does Tenet really consist of?To me, it feels like Christopher Nolan decided that this film's schtick would simply be featuring a lot of reverse action footage - and that would make it stand out enough to win people over. Well, it did work in the sense that seeing it in trailers did at least pique a lot of interest. But, somehow he thought that his asinine plot would somehow validate all the reverse footage enough to keep it intriguing, and sellable? Absolutely not.By the time you're 45 minutes into the movie you realize you're simply caught in someone's really bad idea that just doesn't work. So, how can the film cover all this up? Apparently by giving the movie as big of a cast as possible, and making sure that each cast member is from a different part of the world, in order to make the movie feel more worldly, and thus by default, more sophisticated. Then, we consistently place these characters in the largest, most obscure vehicles or machines that we can possibly get our hands on, in situations that physically present very high stakes, but otherwise leaves the viewer asking ""wait, why are they here though? Like, why are they doing this right now?"", and then blow up as much stuff as possible. EXPLOSIONS, MAN. But, none of it works - no matter how big the boat is, or how big the explosion is, no one's going to care or feel a thing if the plot and the film's characters are so insanely vapid. And that is precisely the case here.I recall a lot of people complaining about the audio in this movie, that they ""couldn't hear what they were saying"". I honestly believe that's because the dialogue is so useless, so void of all relativity & void of all humanity, that their brains were actually just blocking the information from being processed because it was such waste. Subconscious filters at work, if you will.I appreciate a good ambitious, original movie in this day and age, but holy lord, this is simply not cinema to me. It's a wank fest through and through. No story, no characters, no movie. It's gotta be my least favorite Christopher Nolan movie. Definitely my least favorite movie of 2020. I would say avoid at all costs."
615,Tenet,7," relentless filmmaking:The Protagonist (John David Washington) is a CIA operative. He is captured during an operation in Ukraine. He is able to eat a cyanide pill. He wakes up and gets recruited to fight a new cold war. Someone in the future is using inverted entropy to affect events in the past. He and Neil (Robert Pattinson) start investigating zeroing in on former Russian oligarch, Andrei Sator (Kenneth Branagh), and his abused wife Kat (Elizabeth Debicki).Christopher Nolan obviously has a thing about time. Memento happens to be one of my favorite films of all time. He is attacking it with all of his filmmaking skills and it is an attack from the editing, the sound mix, the plot, to the structure of the movie. First thing I noticed is that Nolan is relentlessly pushing the pace with every bit of filmmaking. The sound mix is like a heartbeat driving the movie whenever it goes into action mode. The editing is crisp and head-snapping. This is his transport plane deliberately driven into a constructed fake building. He's driving the movie into a fake building and not letting the audience the time to ruminate about the logic of the premise.In the end, that's its biggest flaw. The premise is out there and it's hard to keep track of the plot after the turn. The first part is a movie of one thing after another. When it gets to Kat, it finally tries to establish a connection with the characters. The fun part is the backward action moves but the logic of this premise keeps bugging me. For example, why is he trying to shoot himself in the past? Thinking about it after the fact leaves one with more questions and questions about the questions. The good part is that the relentless great action makes it impossible to dislike. The backwards action is just fun and different. That's plenty good enough."
616,Tenet,5," Unnecessarily complicated  way too long. Very disappointed considering all the hype generated during last months:I had big expectations for Tenet, since I first watched the trailer. Instead, the movie is very confusing and maybe in order to understand it, I need to watch it more than once. I managed to follow halfway through it, but then I was completely lost. Except the main two characters Neil and The Protagonist, the rest of the cast is pretty flat and Kat is really annoying, especially towards the end. At least actors were good enough to maintain the whole thing afloat.From a technical perspective the movie is good, and there are a few good scenes here and there, but I would say that special effects were cheap and lazy. I mean, from a visionary director such as Nolan I wasn't expecting for sure a bunch of reversed clips. The ending had no sense at all and you cannot actually understand what is happening.If this is the movie that was supposed to relaunch cinemas, after the lockdown period, well, I suggest to look elsewhere. Tenet is unoriginal and uninspired, Nolan already made movies about space and time such as ""Inception"" or ""Interstellar"", so I think that in this case he could have change the topic.A real pity. Movie's definitely too long and there are many stretched out sequences and useless story lines. Instead of deepening some details, which could actually make understand something about what's happening. I suggest to give it a try, but do not expect a masterpiece."
617,Tenet,7, Big fan of Nolan but this movie is a lost cause:Maybe the concept here is suppose to be great but with muddled dialogues and confusing chaotic story line still can't make sense of this. Some great action for sure.
618,Tenet,1," When Style is The Tenet !:Imagine that you are in a hall, and someone is giving a speech by a dead language, for 2 hours and a half. Sure I can conceive your level of provocation. But what if after translating what he was saying, you discovered that he was speaking gibberish? Now, I can't conceive your level of anger!I couldn't understand a thing from this movie. While it's 150 minutes long, I have at least 150 unanswered questions. Every second is unbearable, with rare kind of bore; the bore of watching a running corpse that speaks cryptically and acts absurdly. And I didn't enjoy anything which could seduce me to watch the whole thing again. So as a movie that has leverage, through story or visuals, it doesn't!You read things like how director Christopher Nolan took more than 5 years to write the script. Ok, a right info, or a false publicity, both ways, this is so hasty script that didn't care whatsoever of building anything.As for the story, forget it, because the movie itself forgot it earlier. There is a wife who wants a divorce from an abusing husband, some plutonium, gold bars, a time machine, and unseen guys from the future. Now this gibberish was being said to you by a dead language, since the plot is tremendously arduous like a complicated maze, rather unsolvable enigma. The dialogue savored not telling you one thing clearly; even the pace of uttering it was robotic. And the editing is a villain, forcing me to believe that a computer did it all. Hence, the ugly result was robots that talk and walk, made by robot that writes and directs.It doesn't have the slightest dose of drama, overstepping abstraction to emptiness, transforming the essential into non-existent, and producing tons of confusion and repulsion. Can anybody tell me what's the lead's motive, history, or profession? What he was doing in the opera, or in the airport? And how does he survive death every time? Moreover, who is Neil? How the inverted weapons can destroy the world? What's the future guys' agenda? Just think: the heroine kisses her son, so we know that she loves him, but why not writing a situation to feel that?! The answer of this, and else, is laziness. The same laziness that made the movie's protagonist named simply ""the protagonist""!To save you more pains, let's jump to the climactic sequence: The shootout is a farce. I challenge you to comprehend who was doing what, or who came from the future to save who, and how he did it. The evil man suddenly monologues to the protagonist by a fabricated phone call. Generally, the movie has one of the biggest loads of fabrication I have ever seen. The editing is faster than your attention, and every attempt to understand a thing always ends unsuccessfully. Then a final scene that talks to itself, since the movie lost you already, and still insists on gibberish!Nolan seems haunted by James Bond movies badly. He thinks that changing the scenery, from nation to another, and stuffing the time with action sequences, yet without real plot or logic--can make an enjoyable movie anyway. But you know what? In Bond movies, we have more solid characters, even if paper thin, more comprehensible events, more dazzling action, and - most importantly - no annoying timeline!Speaking of which, the movie is highly annoying for the mind. The matter of moving normally in an inverted world is awfully fatiguing for the viewer, especially with the stingiest expositions, a cold-blooded killer of a dialogue, and that villainous editing!The reviewers say strange stuff. Some said it's about technology in our lives. So how is that exactly? Is it because the leads use cell phones for instance?! Accordingly, every contemporary movie and TV show is about technology! Some say that this movie is a masterpiece. When a movie is understood only by its maker, then is it a masterpiece or self indulgence?! Long story short, these reviewers don't want to look stupid, so they blabber about anything serious, even if it was imaginary.Btw, some reviewers say that the performance of John David Washington is good. What performance then? There weren't characters to be played in the first place. In this case, how come that any actor got the chance to show acting muscles, since there wasn't a body for him?! So when Washington was saying: ""I'm the protagonist of this operation!"" it was the top of naivety and patheticness. For me, his face was mute just like the movie's drama; so if he's praised for that, I totally agree!Virtues: I liked the first conversation between the protagonist and the evil guy. The mere thought of making a thriller through an inverted world. And that's about it.So what's (Tenet) in conclusion? I can't say it is a video game. Video games have more heat and fun. Their target is about giving you entertainment, not headache. And mostly they aren't full of pedantry and recklessness. Honestly, (Tenet) is a heartless, mindless, senseless, and joyless movie. Was it Nolan's hastiness, or ego? At any rate, the aftermath is a stupid movie that thinks itself intelligent, and if you asked me, this is the worst kind at all.It's not ""style over narrative"" as much as ""style runs over narrative"", and the scary part is that it became a tenet in Hollywood lately.PS: How dare you reference (Casablanca)? It was a great movie, back when things like story and humanity were alive!"
619,Tenet,1," Utter nonsense:This movie may be glossy and pretty to look at but since it's utter nonsense it's difficult to care. The entire concept makes no sense. No characters to care about either, they are just there as set pieces."
620,Tenet,8," Christopher Nolan does James Bond -- with time travel!:I have a huge amount of respect for director Christopher Nolan. His recent films Inception, Interstellar, and Dunkirk are three of the best things I've ever seen on film and I automatically want to see whatever new production he comes out with. So, I'm just back from the theater having seen Tenet for the first time (I'm pretty sure there will be a second and third time) and in one sense I have no idea what rating to give. At a minimum it would be worth at least 6/10 for its technical quality alone. But it might be 10/10 for the quality of its fiendishly intricate storyline, which leaves your head spinning by the end. But it' s not without a few problems (see below). So, OK -- 8/10 it is.Among Nolan's previous works I'd say 'Tenet' owes the most to 'Inception' for its complex, ever-shifting, multilayered plot. For Inception it was the Russian-doll dreamworlds within dreamworlds. For Tenet, it's playing with time and time reversal (as you see from any trailer or synopsis out there). We've had any number of time-travel movies before, and one sure thing they're good for is setting up paradoxes, but the way Nolan deploys this on screen is at times genuinely and startlingly new (as just one example, there's a car chase on a busy freeway where one car is speeding backwards but time-reversed, so from its POV it's racing forward, which is why it can travel that fast driving backward ... and there are many more scenes that I won't spoil.) There are things here we've never seen on screen before.In the barest of bare-bones summary, the plot is all about a hunt for The Algorithm, something that enables this messing with the timeline The uber-evil Andrei (Kenneth Branagh) aims to use it to start WW III, or even (in a total burst of nihilism) ring down the curtain on all of reality. The shadowy team called Tenet aims to stop this. Keep up with it if you can. On the surface, it's an excellent James Bond imitation. Exposition scenes are followed by thunderous action, rinse, repeat -- pretty much from start to finish. How confused you are at any given moment depends (like Inception) on how many questions are running through your mind: why are we in THIS location now, who's doing what to whom, and what precisely are the characters after? The overall impression, though (again, like Inception) is that there IS substance underneath the high-octane surface and that repeated viewings and study will bring it out. We'll see.So the production quality is, as usual for Nolan, first-rate. There are big, bravura scenes (wait till you see the big opener in a concert hall) but plenty of close, person-to-person ones to balance. One thing that might be a little jarring is that the scene-to-scene transitions are extremely abrupt and extremely frequent, and I assume that's deliberate -- there's no time for viewers to think even if we want to. But I'll accept that as a feature rather than a bug. The overall flow isn't necessarily helped by the music score (by Ludwig Goransson), which is epic but also insistent and omnipresent. Too much of a good thing. Lots of the personal scenes would just have worked better for me with no background score stepping on the dialog.For the acting: I thought John David Washington (as The Protagonist) was OK but rather wooden, and he's on screen most of the time. I kept visualizing Will Smith in the part instead -- but maybe he'd have taken over the movie too much and that's not the result Nolan wanted? I don't know. But I liked Robert Pattinson and Elizabeth Debicki quite a lot. They both have substantial, essential roles and they have more nuance and humanity than anything they've done before. Kenneth Branagh still can't do a good Russian accent (though to be fair, not many native-English actors can) and although he's fine, I think as an actor he's much better suited to Shakespeare or Hercule Poirot. There's a big cast of smaller roles (among which is the always-welcome Michael Caine), adding to the difficulty of keeping up with what's developing.So there it is. I'm looking forward to figuring out more of what's under the hood of this thing."
621,Tenet,1," Waste of time and money:Just pure crap and I did love inception. But that one had a great and understandable story while Tenet is just pure nonsense that leaves everyone confused, probably even the actors themselves. Oh, and most of the action is basically just recorded action played backwards. And the cherry on the cake is the horrible film music that makes understanding of anyways hardly understandable Dialoges even harder. They wanted to make sometime Inception 2.0 but just overdid it massively."
622,Tenet,6," Nolan's worst film to date:You can watch this once, twice or ten times; watch it forward or reverse; it doesn't matter, Nolan's story is riddled with amateur plot and technical issues. Aside from the convoluted story that has nothing to do with anyone's intellect to grasp it, Nolan threw in a bunch of useless Red Herrings and got lazy compared to his successful Inception movie. So no, you're not dumb if you didn't get this film; Nolan was just smoking some real wacky stuff to come up with this upchuck.Then add the ridiculous 250 min runtime that could've been easily told much better in 90-100 minutes, the illegible dialogue due to poor fake accents, terrible sound editing, and the annoying and overbearing B-grade film score, and you've got one heck of an annoyingly long, boring and confusing film.The casting was decent overall - mainly Pattinson, but I felt Washington wasn't convincing enough to be the Protagonist. The sets, locations and visuals were excellent, but not enough to settle down the other annoyances.It's a very generous 6/10 from me."
623,Tenet,," Worth it- but intensely cerebral for 2.5 hours with no break in tension:I respect the cinematic art that is Tenet. It's just something you experience- and if you try to follow the plot it will be confusing. But in this case, that confusion is intentional and one thing is obvious, this film is an intentional well planned out vision of Christopher Nolan. That confidence and certainty of a director is what you respect. Many great filmmakers make strange mind bending films. I think the action in Tenet was entertaining and the concept was interesting. But I feel it came up short given the storytelling ability of Christopher Nolan.I think a top tier director like Nolan has a responsibility to level the tension. A film that's super intense for 2 1/2 hours straight is stressful. The audience has to do a lot of work to try to figure out what's going on and it's exhausting. You need to pull back and let some of it simmer. I think Nolan has entered the echo chamber stage of his career. No one's going to tell him no, or that somethings not right.**this paragraph doesn't have spoilers per say, as no one knows what this film is really about- but it you haven't seen the film, spoiler alert. I feel the Indian lady (aka oracle master weapons dealer) was flat and her entire subplot could have been cut out. And I wished the opening opera scene tied into the plot more- and I think there was too much plot being revealed through dialogue. The actors were having to explain the plot- and it still didn't make sense even to them! HahaI did enjoy it. Judging on a Nolan curve, I would give it a B+. I think it's probably his fourth best film. They will probably shower it with Oscars, but 10 years from now I don't think anybody's going to be quoting Tenant or talking about it, because it's unclear what it was about- without having it explained to you in a director's commentary. And Inception and Interstellar both played with time better than Tenet.Even though it was clearly visionary, a unique piece of art that plays with the rules of the medium and the backwards action stuff was innovative... in the end, the bad guy wasn't charismatic enough and the good guys were too busy explaining the world to each other, and the ending wasn't amazing. But it was highly entertaining and that's all you can ask for."
624,Tenet,8," An unexpected work from Christopher Nolan:An unexpected work from Christopher Nolan
Well Christopher Nolan is undoubtedly one of the best directors, but Tenet is a big problem!
At first I'm not even sure how to write a review about this movie! Complex, strange and annoying at times, and I cannot even tell if the scenario is smart or is it just complicated?
On the positive side, the acting was perfect, especially in terms of Robert. And his acting is perfect. This is clearly his best movie ever.
There are other features such as music, photography, etc. However, the movie does not match the rest of the great Nolan films, but it is not bad so I will rate it 8 out of 10."
625,Blade Runner 2049,9," Jaw dropping and richly rewarding...well worth running with:'Blade Runner' is a masterpiece and a favourite of mine. It is still to this day a genre and film landmark, and ties with 'Alien' as Ridley Scott's best film, despite being disliked at the time it has rightly gained its reputation as a classic.Hearing that there was a sequel over thirty years later left me with intrigue, with a great cast (Ryan Gosling and Harrison Ford), one of the best cinematographers in the film industry today in Roger Deakins and with an equally great director on board (having liked to loved Denis Villeneuve's previous films), but also nervousness considering (with notable exceptions) the general reputation with sequels. 'Blade Runner 2049' turned out to be well worth the wait, it is easy to see why it will alienate some with its very long length (can understand the overlong criticism) and slow pace but it is even easier to understand the acclaim the film has received.Is 'Blade Runner 2049' better than 'Blade Runner' or on the same level? No. Is it nearly, or shall we say just, as good? Yes. To me it is one of Villeneuve's better films along with 'Sicario' and 'Incendies' (my least favourite of his is 'Arrival' and despite being an understandably divisive effort to me it was still good) and one of the exceptions to the general reputation of sequels. A sequel that treats its predecessor with respect (including some thoughtful and cleverly done nods to it, including quotations from the original score, even Ryan Gosling's name is a nod to the original author Phillip K Dick) and also its audience with respect. Despite its faults, it's also one of my favourite films of the year, and this year has been very hit and miss for films so this is saying quite a bit.Sure 'Blade Runner 2049' is not without its flaws. Can totally see where people are coming from criticising the length, most of the time it was not a problem but some of the time there was a sense that the length was too inflated, 20 minutes could have trimmed with no problem at all. There are a few implausibilities and contrivances here and there towards the end and much more could have been done with the underdeveloped character of Jared Leto (the only weak link in the cast, he doesn't have the presence to pull the role off and doesn't look comfortable or interested).However, 'Blade Runner 2049' does a huge amount right. It looks amazing, it's impeccably and imaginatively designed with some of the best special effects seen in a long time. It's Deakins' cinematography that particularly stands out, darkly gritty, gorgeously fluid and beautifully audacious Deakins shows that he is fully deserving of being considered one of today's best cinematographers. One cannot praise 'Blade Runner 2049' without mentioning some of the best directing Villeneuve has ever done in a contender for the best directed film of the year (well between him and Nolan for 'Dunkirk'), he is absolutely the right man for the job and shows himself to be not only completely at ease with the material but also tailor made for it. Once again there is a beautiful darkness but also a hard edge and sense of wondrous awe.Another big standout is the synthetic music score by Benjamin Wallfisch and Hans Zimmer, so well done and fitting that one doesn't miss Johann Johannsson that desperately. Though imagine what the film would have been like with his involvement, from my understanding he was originally meant to do the music but was fired for reasons that are a mystery to me and Wallfisch and Zimmer were parachuted in and did marvellously with big shoes to fill. It's appropriately hauntingly discordant, heart-pounding and tension-filled, with seeming echoes and quotes to the original's score. The sound effects are clever and thrillingly authentic, like for example the replicated wolfhound.When it comes to the writing and story, 'Blade Runner 2049' also triumphs, even if the story is not perfectly executed. The action-oriented scenes and conflicts are filled with tension and suspense as well as ingeniously choreographed, a fine example being the masterful prologue which has to be one of my favourite opening sequences of 2017. The science fiction elements are positively awe-inspiring, often making my jaw drop, while the philosophical ones are incredibly thought-provoking and never heavy-handed (many films have made a hash with this aspect, it was refreshing to see a film doing it well). Despite being a long and slow film, a vast majority of the film was richly rewarding, with a delicious quiet tension and absorbing mysterious elements.Excepting Leto, the acting is great. Best of all being Harrison Ford as a suitably world-weary Indiana Jones-like Deckard, that and the 'Apocalypse Now'-like meeting with Ryan Gosling providing a nostalgic element, and a deliciously cold-hearted Sylvia Hoeks (her character and performance being what Leto's character and performance should have been). Ryan Gosling also plays it straight to great effect.All in all, despite imperfections this jaw-dropping, richly rewarding, very respectful and visually stunning follow-up is just as good, if not quite as, as the 1982 masterpiece and one of my favourites of the year. 8.5/10 Bethany Cox"
626,Blade Runner 2049,9," A Beautiful and Poetic Film:Well, it's not what I expected but it was very good. A beautiful film with a of lot complex interactions.Roger Deakins' cinematography was great. The director, Denis Villeneuve, is the same guy that did 'Arrival' which I thought was good but not as good as other people thought and 'Prisoners'. He may be someone to watch. The direction in this is very strong.They avoided the 'let's do a scene like in first movie but make it BIGGER' ploy that flaws most 'sequels'. And it really doesn't feel like a sequel. It's a different story and while it builds on the the first it goes in a really interesting direction. I liked also that Deckard's role wasn't tacked on as an after thought. It's really sort of poetic and I'd like to see it again so I can get some of things I didn't get in the first go around. I gave it a 9 but I'm pretty sure that's going to change to a 10 with a little time. It really holds it's on in comparison with the original and if this is the approach they want to take with a possible 3rd movie I'm totally on board."
627,Blade Runner 2049,9," Slow and beautiful:I guess if the producers wanted to make another Blade Runner, they totally succeeded - at least so far. As with the original Blade Runner the visuals are the ones that people will refer to when it comes to this movie. And it's not just because of the Academy Awards. You can tell all by yourself and I reckon even without having seen it on an IMAX screen (though I would have recommended it and still am).Having said all that, the movie has also the same irritating feeling about it, that the original Blade Runner had. So in almost every aspect it is a successor to it. Story wise obviously too, though I guess this one has a couple of shorts that play before this movie, that are supposed to get you in the mood. They are not necessary to watch, but they are also very well made. This movie is an experience and it is one you have to be willing to make.While it does have some action scenes, while it is Science Fiction, it does play more like a slow moving drama with a lot of mystery elements to it. If that sounds intriguing to you, with some added social commentary flavor, than by all means watch it. But beware that you have to have patience with it ..."
628,Blade Runner 2049,10," As Beautiful and Intriguing as Tears in Rain...:From an original 1982 theatrical showing to a Beta videotape, to a standard laserdisc, to a deluxe Criterion letterbox laserdisc, to a DVD, to a high-definition blu-ray, Ridley Scott's ""Blade Runner"" has been viewed countless times in the original voice-over version, the European cut, the director's cut, and the final cut over the 35 years that followed its release. All those memories have not been lost in time, like tears in rain, but rather are indelible images from one of the greatest science fiction films. Thus, any thought of a sequel evokes mixed emotions. Despite the involvement of Ridley Scott, the results could be another disaster like ""More American Graffiti,"" or an undistinguished but palatable followup like ""2010,"" or a companion masterpiece like ""The Godfather Part II."" Fortunately, ""Blade Runner"" cultists can breathe a sigh of relief; while ""Blade Runner 2049"" may fall short of the unqualified masterpiece status of ""The Godfather"" sequel, at least on an initial viewing, the film enhances and builds upon, rather than diminishes, the original; however, only time will determine if ""BR2049"" will enjoy the same repeatability as the first film and join it as a timeless classic.Fresh from his outstanding work on ""Arrival,"" director Denis Villeneuve helmed ""BR2049"" with a steady hand and attention to detail, which were likely guided or inspired by Ridley Scott. Set thirty years ahead of the original film, Roger Deakins's career-best cinematography captures a future that is colder and bleaker than that portrayed by Jordan Cronenweth's original work, which has a warmer tone. However, Deakins's cooler hues are appropriate for 2049 Los Angeles, where snow has replaced rain and holographs rule rather than neon. Warm or cool, the atmospherics in both films are equally dazzling. The aurals are as captivating as the visuals; the haunting music by Hans Zimmer and Benjamin Wallfisch evokes the original Vangelis score without plagiarizing.The casting is also superb with Ryan Gosling spot on as K, the blade runner whose job, like Deckard's in the original film, is to retire renegade replicants. While the role may lack showy moments for an actor, Gosling's tall lean figure and enigmatic face create an image possibly more enduring than that of Harrison Ford in the original. Both Ford as an aging Rick Deckard and Edward James Olmos as a retired Gaff return to link the sequel to the first film. Among the newcomers, Robin Wright is well cast as Gosling's deadly serious, deathly pale Lieutenant Joshi of the LAPD. Ford and Olmos are not the only returnees, an origami figure and a small wood carving wordlessly connect the two Blade Runner films, and implanted memories, flying cars, outsized advertising, and transparent plastic raincoats also have encores.""Blade Runner"" cultists are best served seeing the sequel knowing little; the story unfolds as a policeman sent in pursuit of a mystery that expands upon threads in the original movie. Tthe film's length is arguably excessive, especially for those unfamiliar with the original, and ""Blade Runner"" novices may be left behind by a leisurely narrative that prizes visuals above action. However, ""Blade Runner 2049"" is that rarity of movie sequels, a film that enhances and elevates the original, yet stands on its own as a masterful film. The passage of time will determine if ""Blade Runner 2049"" and ""Blade Runner"" become the inseparably coupled films that ""The Godfather"" and ""The Godfather Part II"" have become, but all the elements are in place."
629,Blade Runner 2049,9," I watched Ana de Armas glitter in the dark near the Tannhäuser Gate:Blade Runner 2049 is a continuation of 1982's Blade Runner a seemingly impossible task. Against all odds and logic, the movie pulls it off.The Good: The greatest thing about the sequel is simply the story. Without delving into spoiler territory Blade Runner 2049 concludes with an ending that works with an internal logical sense and yet still surprises. There are so many good decisions throughout this production one could hardly list them all. The idea of keeping the cold war and old Iconic brands from the first movie works brilliantly and the overall look and feel of this movie are timeless. Blade Runner 2049 does not try to pigeonhole its narrative into the concerns of today. It does not wink at the fears of today's audience. It is its own self-contained universe telling a story that will work fifty years from now and would have worked just as strongly fifty years ago.The acting is strong across the board with Harrison Ford appearing as if he actually wants to be in the film (and looking fit to boot). Also, Ana de Armas needs to be in every movie moving forward. A truly star-making turn.
The Bad: A combination of a long running time, a leisurely pace and a soundtrack from a health spa can put one in a catatonic state if one is not careful. I confess a strong ending brought me back into the film It was losing me for a while there.In Conclusion: This movie sticks to the ribs after viewing. It seemed even better in retrospect than during the actual viewing (see leisurely pace above). Blade Runner 2049 pulls off effortlessly decisions that could seem disastrous in other films (Jared Leto). In many ways, it is better than the first film and better than it had any right to be. A triumph."
630,Blade Runner 2049,9," A phenomenal sequel:It's very rare when a modern sequel/reboot is equal to the original in terms of quality, but this movie is that rare one. It carries over the sweeping and hypnotizing cinematography, it continues the storyline in a natural way, it references the original, but doesn't rip it off, it introduces new concepts without ruining the continuity, it expands on the themes presented in the original in a very natural way, it doesn't drag nearly as much as said original and it's got a more compelling protagonist. I have a feeling I'll just enjoy this movie more and more as time goes by, and I already love it a lot. It's a movie with a lot to unpack, and I have no doubt it will improve even more on rewatches."
631,Blade Runner 2049,9," pure cinema:It's 2049 Los Angeles. K (Ryan Gosling) is a Blade Runner hunting for old Nexus 8 replicants under LAPD Lieutenant Joshi (Robin Wright). After the 2022 blackout, most records have been erased or corrupted. Tyrell is out of business and replicant production had been outlawed until Niander Wallace (Jared Leto). Wallace is producing a new obedient replicant. Luv (Sylvia Hoeks) is his replicant henchwoman. K hunts down an old Nexus 8 and in the process, he discovers a surprise which leads to Deckard (Harrison Ford). Joi (Ana de Armas) is K's holographic computer girlfriend. Mariette (Mackenzie Davis) is a prostitute.This is pure cinema although I can see some object to the length and dark depressing sensibilities. For the most part, the action is not intended to be fun. Some people will feel the long running time more than others. An easy test is whether the person likes the original or any cyberpunk sci-fi anime. This takes the original's visual mastery and adds a more compelling detective mystery. Any BR fan will undoubtedly love this unless they are some nitpicking fanatic. Non-fans may find this more appealing... or not.The original's detective story and pacing are its major flaws. This sequel has a real detective story with a real mystery. The writing is impeccable. The designs take the original vision and dives right in. Roger Deakins' work is beyond beautiful. Villeneuve is at the top of his game. Gosling is a more effective lead. Ford comes in during the second half and is a more fun Deckard. Ana de Armas is a gorgeous vision of girl perfection. Sylvia Hoeks is an amazing villain. The movie tackles all of the ideas without hitting one over the head. This is a great film although I'm not sure if popular modern audience will take to it. The opening box office certainly does not suggest that."
632,Blade Runner 2049,10," This was special:It's amazing after repeated viewings the lack of patience or inability moviegoers have to simply follow a plot. The lack of concentration throughout the cinema, the talking throughout and some of the comments I have read is downright disturbing. This movie is high art and some people need it spoon-feed to them. If you're not invested from the get-go, just go home.Blade Runner 2049 is not your typical movie and it was never meant to be. There are no superheroes or giant robots. Explosions are scarce and it's not funny either. It's about emotion and memories and like the original Blade Runner (1982). It poses the same Philip K Dick inspired questions about humanity - what does it mean to be human and are we just the sum of our memories? It now raises questions about artificial intelligence and real love.It is a sequel 35 years in the making to one of the most thoughtful and provocative movies ever. The original movie was a box office flop which later developed a cult following and and has since been hailed a masterpiece. Ridley Scott created a multilayered world which seduces you into a nostalgic like trance for a place which never really existed and a sequel to a film held in such high regard is rarely ever a good idea but Blade Runner 2049 is a rare exception. Think The Godfather Part II, Aliens and Terminator 2: Judgment Day before it.No spoilers. We follow Officer K (Ryan Gosling), a new character and a new breed of Blade Runner on the trail of an old model replicant but what he uncovers along the way is so much bigger and threatens to shift the balance of what is left of humanity.Director Denis Villeneuve (Sicario, Arrival) and his crew have crafted a beautiful looking film which pays homage to the original without trying to copy it at all. The same rain-soaked, neon-lit streets are present in L.A, only the Eco-system is even more shattered. Sustenance is scarce with protein farming a way of life and while there are obvious nods to the first movie 2049 relishes the opportunity to avoid the familiar and takes us outside the city limits.The cast in 2049 is excellent. Ryan Gosling carries the main story with ease, playing his detective character with an ice-cold calm until...Harrison Ford as Rick Deckard, the original Blade Runner delivers a highly emotional and raw performance which I found very surprising. Not because Ford is not capable as an actor but Deckard was played so dryly in the original, especially next to Rutger Hauer's Roy Batty. Clearly time and circumstance have clearly changed him here and it's a refreshing approach.The casting choices of side characters in limited roles such as Dave Bautista, Robin Wright and Ana De Armas in her very unique role were fantastic. Jared Leto gets only a few scenes as villainous creeper Niander Wallace, the corporate tycoon with a god complex but his best 'angel', Luv (Sylvia Hoek) gets plenty and rightfully so because she's excellent.If I I had to choose any negatives from 2049 it would be need to spoon-feed the audience in scenes by adding a small flashback here and there which I thought was unnecessary. The score was clearly not Vangelis who did the first movie and made up so much of the nostalgic atmosphere in it. While good I did miss the sadness, the piano keys and blues of Vangelis for a time but could tell the score was aiming for something different, more urgent, a sense of dread which was probably more appropriate anyway with 2049 being much larger. That's not to say there aren't hints of Vangelis because there most definitely is.It has been 35 years and the need for a sequel can be debated forever. Was it necessary? No. But was it good. Yes, really good. Is it a masterpiece? I would say that it's an extremely satisfying conclusion to Deckard's story and having seen it it's made the original even better.A movie like this does not come around very often. The world needs more movies like Blade Runner, 12 Monkeys, Ex Machina... and Blade Runner 2049. High praise.Best movie of the year!"
633,Blade Runner 2049,9, Pure Awesomeness:If anything just the visual look of this film makes it amazing. You can sit back and watch this thing on mute and still be wowed. In comparison to the original it doesn't really compare but its as good as a sequel/follow up could have possibly been and had just enough nostalgia to hit those soft spots. A brilliant film by a brilliant filmmaker.
